run_id,total_called,total_planted,tp_called,tp_planted,precision,recall,f1,id_ctrl,id_treat,genome,acc_key,gc_key,fragment_length,read_length,nb_k,aligner,peakcaller,macs2_mode,tf_exp,seed,tf_seed,map_seed,gc_exp,acc_exp,map_coverage_pct,map_sigma,map_enrich,map_exp,use_control,coverage_ctrl,coverage_treat,tf_peak_count_ctrl,tf_peak_count_treat,tf_sigma,tf_enrich
0058,60,30,29,30,0.48333333333333334,1.0,0.6516853932584269,0058_con,0058_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,8.0,5,0,5,20,2500
0059,68,30,28,29,0.4117647058823529,0.9666666666666667,0.577524893314367,0059_con,0059_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,5,0,5,20,1000
0060,60,30,29,30,0.48333333333333334,1.0,0.6516853932584269,0060_con,0060_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,5,0,5,20,2500
0061,68,30,28,29,0.4117647058823529,0.9666666666666667,0.577524893314367,0061_con,0061_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,5,0,5,20,1000
0062,60,30,29,30,0.48333333333333334,1.0,0.6516853932584269,0062_con,0062_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,5,0,5,20,2500
0063,68,30,28,29,0.4117647058823529,0.9666666666666667,0.577524893314367,0063_con,0063_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,5,0,5,20,1000
0064,60,30,29,30,0.48333333333333334,1.0,0.6516853932584269,0064_con,0064_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,5,0,5,20,2500
0065,2,30,2,3,1.0,0.1,0.18181818181818182,0065_con,0065_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,0.5,10,0,5,20,1000
0066,25,30,23,24,0.92,0.8,0.8558139534883721,0066_con,0066_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,0.5,10,0,5,20,2500
0067,16,30,14,15,0.875,0.5,0.6363636363636364,0067_con,0067_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,1.0,10,0,5,20,1000
0068,31,30,28,29,0.9032258064516129,0.9666666666666667,0.9338700402530189,0068_con,0068_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,1.0,10,0,5,20,2500
0069,26,30,23,24,0.8846153846153846,0.8,0.8401826484018265,0069_con,0069_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,2.0,10,0,5,20,1000
0070,32,30,29,30,0.90625,1.0,0.9508196721311475,0070_con,0070_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,2.0,10,0,5,20,2500
0071,64,30,27,28,0.421875,0.9333333333333333,0.5810914681014604,0071_con,0071_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,4.0,10,0,5,20,1000
0072,51,30,29,30,0.5686274509803921,1.0,0.725,0072_con,0072_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,4.0,10,0,5,20,2500
0073,101,30,27,28,0.26732673267326734,0.9333333333333333,0.4156129741616273,0073_con,0073_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,8.0,10,0,5,20,1000
0074,80,30,29,30,0.3625,1.0,0.5321100917431192,0074_con,0074_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,8.0,10,0,5,20,2500
0075,101,30,27,28,0.26732673267326734,0.9333333333333333,0.4156129741616273,0075_con,0075_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,10,0,5,20,1000
0076,80,30,29,30,0.3625,1.0,0.5321100917431192,0076_con,0076_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,12.0,10,0,5,20,2500
0077,101,30,27,28,0.26732673267326734,0.9333333333333333,0.4156129741616273,0077_con,0077_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,10,0,5,20,1000
0078,80,30,29,30,0.3625,1.0,0.5321100917431192,0078_con,0078_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,16.0,10,0,5,20,2500
0079,101,30,27,28,0.26732673267326734,0.9333333333333333,0.4156129741616273,0079_con,0079_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,10,0,5,20,1000
0080,80,30,29,30,0.3625,1.0,0.5321100917431192,0080_con,0080_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,24.0,10,0,5,20,2500
0081,2,30,2,2,1.0,0.06666666666666667,0.125,0081_con,0081_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,23,23,23,0.6,0.5,0,1.5,10,1.0,True,0.5,20,0,5,20,1000
